Date of Product Buy,Discount,Product Buy Price,Product Original Price,Product Release Date,Product Category,Season Bought,User ID
1618380854,32.5,54.0,80.0,1613861340,Consumer Electronics,4,629
1640292243,65.6,5.5,16.1,1619894977,Audio,2,85
1610306908,33.1,72.4,108.3,1623239221,Beauty,1,339
1628836191,26.3,34.1,46.3,1625839511,Home Care,0,584
1626188145,45.1,23.2,42.3,1609520712,Beauty,0,723
1627361997,29.4,64.2,90.9,1609550681,Printers,0,566
1639458758,21.8,79.3,101.4,1637374100,Home Care,0,91
1610236905,27.5,44.9,61.9,1624874694,Informatics,3,594
1638213123,58.3,14.9,35.8,1619401316,Furniture,4,478
1615456051,6.6,34.2,36.6,1638908785,Phones,0,188
1639161134,20.0,19.7,24.6,1626907192,Audio,1,342
1612414822,60.0,11.6,29.0,1619696342,Home Care,4,744
1624849103,56.9,21.9,50.8,1619567525,Informatics,1,300
1627056774,23.9,15.1,19.8,1621893952,Furniture,1,518
1632456374,50.5,12.3,24.8,1637258208,Audio,1,154
1631132666,79.4,24.0,116.4,1625722842,Screens,2,758
1635994105,42.0,40.1,69.1,1634369153,Home Care,2,788
1633310743,9.4,28.5,31.4,1613354351,Phones,2,476
1639979497,69.0,26.6,85.9,1639118345,Phones,0,58
1620105172,42.9,50.6,88.5,1640474325,Phones,3,892
1629181522,30.5,10.7,15.3,1624495602,Phones,1,60
1631894039,79.4,14.4,70.2,1633388242,Furniture,2,700
1638664672,47.7,29.8,56.9,1616277392,Informatics,0,438
1637467604,77.9,9.5,43.1,1611335482,Informatics,3,560
1635486099,41.9,42.8,73.7,1612229352,Phones,0,411
1619966641,76.8,6.2,27.0,1614516215,Beauty,2,73
1618129341,57.4,47.8,112.2,1633199967,Home Care,1,706
1637861259,66.4,22.3,66.4,1620740047,Printers,4,743
1621086798,64.2,13.3,37.1,1620649761,Informatics,2,359
1619871500,56.4,27.8,63.7,1630974053,Informatics,0,397
1632397348,58.8,10.3,25.0,1637249755,Home Care,2,56
1623759212,44.5,62.6,112.8,1611535400,Home Care,0,851
1640290827,64.2,33.5,93.6,1615084777,Furniture,0,207
1635449397,56.2,43.9,100.2,1624323520,Phones,3,897
1624490189,0.3,88.5,88.8,1617123629,Televisions,1,169
1624050031,70.6,29.6,100.7,1626418822,Phones,3,251
1620423585,72.5,28.5,103.6,1630130969,Screens,2,91
1610349601,49.6,21.4,42.4,1610000508,Televisions,1,118
1610045290,34.4,71.7,109.3,1616192403,Screens,3,880
1609804126,21.9,55.0,70.5,1610239359,Phones,1,605
1619191651,66.4,5.5,16.5,1639196124,Home Care,3,235
1610938850,77.6,8.5,37.8,1621632122,Televisions,3,223
1632488564,26.9,15.2,20.8,1637290234,Consumer Electronics,3,752
1612112572,8.0,17.3,18.8,1632186103,Informatics,4,301
1634410063,76.2,21.9,92.1,1631594258,Beauty,2,460
1624899646,13.4,61.3,70.8,1619558985,Furniture,0,537
1626752405,38.5,10.9,17.7,1639610485,Printers,0,763
1615989438,41.8,44.0,75.7,1623351006,Informatics,2,614
1622806376,63.4,25.6,70.1,1640486891,Furniture,2,752
1611630893,1.5,31.8,32.3,1621425978,Printers,3,640
1610533086,21.7,15.2,19.4,1633256706,Furniture,3,719
1610719298,44.6,50.7,91.5,1620098897,Televisions,2,94
1627592985,76.0,23.2,96.3,1621108840,Consumer Electronics,2,600
1621103377,39.8,18.3,30.3,1609483237,Televisions,1,347
1625182112,66.6,33.0,98.7,1613954293,Televisions,0,763
1636928062,62.7,7.4,19.8,1619284660,Audio,4,798
1636955780,49.4,42.0,83.1,1637492487,Audio,4,314
1625298536,76.2,11.6,48.9,1640032945,Printers,3,242
1620475562,12.1,43.3,49.3,1637573353,Home Care,2,176
1621582522,14.5,67.5,78.9,1640023444,Phones,2,677
1612494794,49.8,34.2,68.1,1617058537,Phones,2,64
1614186353,50.8,33.0,67.1,1627491890,Printers,2,499
1615692458,18.2,29.2,35.7,1620880598,Beauty,2,878
1610828147,34.3,15.2,23.2,1634850251,Screens,2,517
1612345525,57.4,22.2,52.0,1624721205,Phones,4,823
1637751884,77.3,12.9,56.7,1625717788,Informatics,3,14
1611450086,60.6,15.1,38.3,1611435686,Informatics,2,591
1640851481,58.6,28.6,69.1,1639360279,Informatics,2,366
1629215487,40.8,43.9,74.1,1612558311,Audio,0,623
1611806891,37.6,22.6,36.2,1639616587,Furniture,2,122
1639295731,30.1,43.1,61.7,1617136391,Informatics,1,299
1635259307,26.7,20.6,28.1,1634693450,Screens,3,376
1636726256,54.3,46.7,102.2,1616988172,Screens,0,815
1631152898,52.5,53.4,112.3,1626335425,Audio,3,599
1629302131,6.9,70.1,75.2,1622536788,Home Care,0,580
1639724308,58.0,22.0,52.3,1624883058,Consumer Electronics,3,377
1609795956,70.4,17.7,59.9,1616465916,Furniture,4,451
1616224925,2.1,32.9,33.6,1631575483,Printers,3,218
1636446686,25.7,16.5,22.2,1621310090,Phones,1,553
1616310900,16.4,56.1,67.2,1621684349,Beauty,1,585
1612413101,77.2,13.9,60.8,1633115479,Televisions,2,263
1635266793,78.6,5.1,23.7,1629132556,Screens,4,61
1625805068,45.9,23.4,43.2,1610439571,Consumer Electronics,3,376
1617458280,4.0,105.0,109.4,1636221538,Beauty,1,535
1617104734,77.7,21.7,97.1,1619869696,Home Care,4,3
1615763063,55.9,37.1,84.1,1617826636,Screens,2,834
1636685454,61.0,44.4,113.7,1625759287,Phones,3,380
1635625730,71.9,27.0,96.1,1633167936,Informatics,1,390
1618789732,36.7,36.1,57.0,1611566607,Screens,2,35
1619387886,71.4,20.7,72.1,1619391270,Consumer Electronics,3,584
1613521538,35.1,47.8,73.5,1638271118,Audio,3,784
1639643251,7.2,81.6,87.9,1620951714,Printers,2,504
1610111634,38.0,60.2,97.1,1624088996,Home Care,3,465
1628050755,13.4,93.4,107.9,1613228111,Beauty,1,498
1615992817,48.1,62.1,119.5,1638045051,Audio,1,227
1613606853,34.8,57.6,88.3,1633656768,Beauty,4,325
1625717871,17.7,97.5,118.5,1611481180,Consumer Electronics,2,544
1621107673,48.4,36.1,69.9,1613032319,Home Care,3,420
1611990570,72.6,11.2,41.0,1614159848,Home Care,1,637
1616182230,42.6,20.2,35.2,1617455284,Printers,1,395
1622475048,14.0,90.5,105.3,1627024090,Beauty,4,191
1619681092,48.9,23.4,45.8,1630635783,Consumer Electronics,0,70
1630372707,8.6,37.1,40.6,1640264412,Screens,0,685
1610032192,6.3,29.3,31.3,1633910172,Phones,3,591
1639505799,4.6,64.2,67.3,1620686777,Audio,4,40
1610369491,26.1,24.2,32.7,1614388185,Beauty,0,809
1613380394,62.4,14.6,38.9,1633119387,Audio,3,403
1618421842,4.0,22.9,23.9,1640456648,Printers,4,240
1630363656,74.8,9.4,37.3,1611803000,Furniture,1,714
1625743134,64.3,42.2,118.2,1637158266,Televisions,4,544
1618518544,53.1,27.6,58.9,1632331706,Televisions,4,7
1615422652,72.2,30.8,110.5,1625551560,Phones,4,154
1623513169,10.3,107.5,119.9,1619964297,Televisions,4,297
1627227852,79.9,4.8,23.7,1629721313,Consumer Electronics,3,277
1633873110,43.8,51.9,92.5,1618285751,Phones,2,663
1630673231,30.1,33.2,47.5,1634411220,Screens,2,632
1625236281,77.0,7.6,33.2,1621972548,Televisions,3,201
1614563256,65.4,23.3,67.5,1623028474,Screens,0,505
1636015931,51.9,38.2,79.4,1637820187,Home Care,0,311
1629561546,56.7,37.1,85.6,1616810068,Home Care,2,98
1639054398,55.5,11.6,25.9,1613677809,Printers,3,514
1617148605,4.5,59.4,62.3,1610071395,Televisions,1,246
1619432293,53.4,21.5,46.1,1636051633,Audio,3,608
1636114944,80.0,9.7,48.4,1619445373,Beauty,3,746
1614737975,58.4,42.5,102.1,1631701453,Audio,1,168
1621125999,44.1,62.5,111.8,1619731492,Phones,3,660
1618256192,10.4,91.7,102.4,1620585329,Televisions,4,755
1612852370,64.4,29.0,81.4,1619776637,Televisions,1,412
1623870090,70.1,24.1,80.7,1615299905,Televisions,3,114
1630272085,18.1,66.9,81.7,1639511645,Screens,0,637
1621069529,13.2,28.3,32.6,1631134441,Consumer Electronics,0,426
1617390937,36.5,27.7,43.7,1636838855,Printers,0,789
1633757265,3.3,29.0,30.0,1614426549,Consumer Electronics,3,161
1623471010,44.0,15.4,27.4,1632056357,Printers,2,55
1610142528,59.8,22.5,55.9,1625324694,Phones,4,360
1632317804,19.1,96.5,119.3,1633874713,Consumer Electronics,0,732
1640961692,5.4,19.0,20.0,1610000385,Screens,2,692
1625019900,7.5,28.3,30.6,1620816360,Televisions,4,364
1636977032,43.6,20.7,36.7,1633174405,Home Care,3,411
1633426873,62.9,27.5,74.1,1615742304,Audio,3,303
1626306003,74.2,13.9,53.8,1620438059,Furniture,4,829
1640668685,41.6,45.1,77.2,1637098693,Printers,4,795
1609735772,44.5,45.9,82.7,1630460906,Audio,2,684
1636001826,54.6,23.8,52.4,1625577322,Phones,4,88
1632312166,54.4,35.6,78.0,1630822468,Televisions,1,578
1634343533,54.9,35.7,79.0,1630973348,Printers,4,84
1624169822,63.7,11.2,30.8,1627512529,Screens,0,130
1631884550,51.5,52.1,107.4,1626255097,Printers,2,681
1636816886,35.9,20.9,32.6,1609521431,Consumer Electronics,3,745
1624172679,9.9,31.4,34.8,1614011614,Printers,2,789
1617341678,31.3,40.3,58.6,1624521310,Televisions,1,631
1617566699,30.4,18.1,26.1,1618040141,Screens,2,509
1628053400,18.8,43.2,53.2,1610562417,Audio,3,63
1612268984,15.2,58.2,68.6,1612904567,Printers,0,743
1618320499,7.6,87.5,94.7,1624643998,Consumer Electronics,0,801
1610074348,4.9,68.3,71.8,1628016741,Informatics,4,68
1624434545,77.9,13.4,60.7,1626137529,Consumer Electronics,1,874
1610650031,21.4,55.9,71.1,1625823558,Consumer Electronics,2,357
1630789157,17.4,41.7,50.5,1640794901,Printers,3,465
1626776083,72.1,30.6,109.7,1632108152,Audio,3,660
1628585938,66.9,15.1,45.6,1634084770,Consumer Electronics,2,520
1629494317,53.8,23.5,50.9,1630991761,Phones,0,834
1627095164,61.8,29.1,76.2,1609649824,Televisions,3,2
1622803407,42.0,14.2,24.6,1635166959,Printers,1,808
1610359412,33.2,12.7,19.1,1611353889,Televisions,0,358
1620634430,59.0,37.5,91.5,1625375570,Printers,4,578
1625715630,24.3,41.0,54.1,1630646204,Furniture,1,215
1638525303,49.2,22.2,43.7,1614785964,Screens,1,848
1628416213,2.5,97.4,99.9,1614130689,Furniture,0,16
1626914983,29.4,48.7,69.0,1622571174,Televisions,0,624
1610537552,44.5,31.3,56.5,1631082045,Phones,2,487
1611729577,69.4,28.5,93.3,1639641545,Televisions,4,121
1614653121,31.9,13.1,19.3,1623428540,Printers,1,774
1616108721,53.4,45.1,96.7,1621956983,Home Care,4,22
1613514219,58.8,42.0,102.0,1619001282,Home Care,3,664
1613782366,70.2,28.2,94.6,1633909592,Phones,1,882
1616884527,25.4,12.9,17.2,1620679839,Home Care,4,95
1617215457,43.3,54.0,95.3,1612704762,Home Care,4,681
1632366282,50.2,14.0,28.2,1628905517,Printers,2,494
1615404576,11.7,72.1,81.7,1619597166,Screens,1,308
1634586208,30.5,46.2,66.5,1623641797,Informatics,4,61
1619281248,20.3,44.3,55.6,1628560742,Beauty,2,472
1627052752,1.5,114.6,116.3,1609856622,Home Care,3,254
1622022636,50.3,52.9,106.4,1638854134,Screens,0,78
1611694413,31.9,19.1,28.1,1620624545,Home Care,0,133
1632621094,57.3,44.4,104.1,1627344278,Screens,4,856
1628089902,17.0,82.7,99.7,1626618619,Home Care,4,305
1611611244,35.4,32.6,50.4,1639282246,Beauty,4,631
1609575625,48.2,38.9,75.2,1627352222,Screens,2,819
1633145336,10.0,61.3,68.1,1639432118,Informatics,2,67
1620552070,20.1,33.1,41.5,1634793011,Home Care,2,322
1610464926,8.8,109.3,119.9,1612273319,Informatics,4,408
1624355764,42.1,50.2,86.7,1619812468,Televisions,0,416
1611307322,5.6,71.8,76.0,1636651956,Informatics,1,790
1621940259,34.1,69.2,105.0,1616055867,Printers,4,230
1634010345,22.7,19.3,25.0,1627349661,Screens,0,724
1634770586,54.0,39.9,86.8,1638527016,Beauty,4,148
1619740250,70.0,6.7,22.5,1636786958,Screens,4,506
1610958071,7.8,93.5,101.4,1624683972,Home Care,3,854
1624852003,68.5,21.6,68.6,1622434732,Screens,4,394
1640194798,68.9,14.0,45.1,1623475950,Informatics,4,843
1625643151,34.8,18.7,28.6,1628166757,Phones,1,563
1614365229,29.9,57.9,82.6,1632570177,Home Care,4,134
1636301698,43.7,53.2,94.6,1637214359,Screens,1,838
1612378293,21.0,22.3,28.2,1618845373,Home Care,0,420
1626065095,77.3,18.2,80.4,1637454168,Audio,3,720
1624080933,2.0,97.5,99.5,1640733306,Televisions,4,316
1635934517,42.7,23.7,41.4,1639495791,Televisions,1,742
1627346712,78.4,6.9,32.0,1637993588,Printers,2,123
1626678839,35.5,21.3,33.0,1613162598,Screens,3,372
1615623887,62.7,14.7,39.5,1609794038,Televisions,3,396
1635071748,74.4,8.5,33.1,1621306904,Screens,3,201
1617676513,63.1,33.3,90.4,1627681963,Screens,2,28
1626246646,70.0,6.4,21.3,1616262983,Furniture,2,628
1625686579,37.4,19.7,31.5,1636868669,Audio,0,667
1634531126,5.5,76.7,81.2,1610624873,Consumer Electronics,0,668
1639735992,74.2,26.6,102.8,1639542983,Furniture,3,631
1614168390,38.1,44.9,72.7,1637487757,Audio,2,366
1629383123,41.6,60.0,102.8,1631673134,Consumer Electronics,1,121
1635778613,23.9,26.1,34.3,1640931895,Printers,1,318
1611446640,43.9,27.0,48.1,1613636004,Printers,1,864
1634735123,29.4,22.6,32.0,1620029181,Informatics,3,238
1619893856,64.4,26.9,75.7,1640201344,Informatics,2,195
1626603475,32.2,39.9,58.8,1625667226,Screens,2,418
1627937109,5.8,22.8,24.2,1639585350,Beauty,1,611
1610519154,19.4,12.5,15.6,1637755812,Printers,2,826
1612376962,29.1,53.2,75.1,1618522840,Beauty,2,199
1636312622,53.4,28.6,61.4,1637549090,Home Care,3,64
1629150231,76.6,27.6,118.3,1622437262,Consumer Electronics,4,708
1629493886,17.6,53.6,65.1,1610723486,Home Care,4,526
1622630686,12.5,76.8,87.9,1638547538,Beauty,2,285
1627465443,55.9,48.2,109.3,1616281875,Informatics,2,740
1624902353,10.4,92.3,103.0,1632423865,Televisions,2,105
1629666072,17.3,90.2,109.1,1623083489,Screens,1,645
1621908004,51.6,46.5,96.0,1626560764,Phones,2,283
1639663068,51.7,46.9,97.2,1626129136,Consumer Electronics,0,508
1616469557,21.2,91.1,115.6,1611028691,Informatics,1,820
1610283804,49.5,10.6,21.0,1620172472,Furniture,4,303
1619050541,12.3,92.5,105.5,1624584456,Audio,2,589
1614723320,31.9,43.7,64.2,1610832600,Home Care,2,623
1636291634,43.8,65.2,116.0,1620202768,Screens,0,249
1627121199,4.6,59.4,62.3,1632432101,Printers,1,485
1637614745,6.0,58.8,62.6,1640849421,Audio,0,7
1628152071,58.1,9.0,21.6,1611821321,Consumer Electronics,4,122
1619478577,59.6,7.0,17.2,1618719409,Screens,0,383
1631256628,50.5,42.5,85.9,1616092035,Audio,0,256
1619112016,11.4,98.4,111.0,1616267173,Furniture,3,334
1611069291,55.3,39.5,88.4,1611337850,Printers,3,117
1621599902,74.4,13.5,52.7,1609549780,Televisions,2,253
1640315680,33.9,44.8,67.7,1617313048,Printers,0,502
1625343515,50.6,30.6,62.0,1638353844,Screens,2,220
1625605355,5.5,91.5,96.8,1623420291,Screens,4,63
1618369060,49.6,24.7,48.9,1627370893,Printers,2,236
1625403832,38.8,29.4,48.0,1637962712,Home Care,1,58
1640967331,39.0,72.9,119.4,1640078146,Informatics,1,862
1636644219,45.7,12.6,23.1,1622407585,Consumer Electronics,2,174
1626461847,1.3,80.4,81.5,1640128217,Furniture,0,89
1636477551,62.5,16.6,44.4,1633692722,Audio,4,236
1629121758,65.0,14.8,42.1,1610144200,Home Care,0,681
1613429052,37.2,16.6,26.3,1639059335,Furniture,0,681
1624614362,3.0,97.8,100.8,1630568277,Beauty,4,169
1619277519,48.1,26.8,51.7,1636231889,Televisions,1,332
1617125845,62.6,22.6,60.5,1630548632,Furniture,2,330
1627743555,0.2,48.5,48.6,1636564645,Phones,0,256
1626740896,25.1,76.9,102.6,1640594349,Furniture,0,508
1638760883,54.4,7.1,15.7,1632767523,Beauty,2,361
1615220958,52.5,28.3,59.6,1640723605,Phones,2,806
1631898971,3.0,92.5,95.4,1618813261,Phones,2,813
1621075542,18.1,78.3,95.5,1638719189,Home Care,0,655
1626423823,10.4,51.5,57.5,1637862544,Audio,4,690
1636674915,22.2,54.4,70.0,1628647452,Printers,1,618
1610525485,19.3,54.5,67.5,1637988425,Home Care,4,442
1633353812,49.1,59.4,116.7,1638321801,Screens,0,683
1613083890,6.1,54.9,58.4,1631941470,Consumer Electronics,3,427
1636369863,56.8,20.9,48.3,1632488542,Audio,4,152
1611707706,74.7,11.6,46.0,1616939001,Consumer Electronics,1,852
1614418665,65.9,32.1,94.3,1614050637,Consumer Electronics,3,41
1633172549,2.0,99.0,101.0,1638306990,Furniture,2,787
1623379164,65.0,16.5,47.1,1614361143,Home Care,1,738
1611384546,8.4,89.5,97.7,1627523535,Audio,3,285
1634017115,38.5,31.2,50.8,1612348429,Televisions,0,42
1620750942,30.7,36.2,52.3,1612397330,Televisions,2,575
1639928715,46.4,31.5,58.8,1624312004,Televisions,4,855
1618003825,26.2,71.9,97.4,1625092025,Audio,2,417
1634334886,55.1,20.2,45.0,1632830462,Consumer Electronics,4,792
1617091553,27.8,73.4,101.8,1615007678,Home Care,4,728
1612651300,5.5,109.2,115.6,1624866856,Phones,3,213
1622284237,50.7,10.5,21.4,1631299979,Audio,3,491
1613358605,27.1,83.1,114.1,1629829118,Home Care,2,839
1632840216,46.1,59.0,109.5,1637151084,Home Care,3,304
1623662369,54.3,8.1,17.6,1610636736,Furniture,0,260
1637890799,11.8,71.1,80.7,1619309123,Consumer Electronics,1,175
1618782118,54.0,27.3,59.3,1630228196,Informatics,3,690
1609971873,75.8,26.0,107.6,1636355280,Printers,4,131
1634142430,20.3,52.2,65.5,1626974015,Beauty,4,246
1611464704,69.7,19.5,64.4,1627565683,Televisions,2,787
1640825585,44.5,45.4,81.8,1640182934,Informatics,1,33
1640529818,56.6,45.0,103.5,1615674223,Informatics,4,257
1621334030,32.3,17.7,26.1,1617846394,Audio,2,31
1630904240,41.6,10.5,17.9,1612527405,Home Care,1,861
1629302136,40.7,65.1,109.8,1622401104,Audio,1,637
1617248044,57.2,31.3,73.1,1640822660,Audio,0,296
1612289439,31.8,54.1,79.3,1621463704,Audio,2,642
1635043671,11.3,42.7,48.2,1622178622,Screens,1,429
1632569790,75.5,11.0,44.8,1626250004,Screens,4,680
1616713689,61.2,8.4,21.7,1640184664,Televisions,3,830
1632663707,26.2,56.5,76.5,1609883930,Screens,0,614
1619821473,78.1,3.5,16.0,1632828069,Screens,1,298
1623833008,72.7,26.1,95.5,1625314400,Informatics,4,667
1615097130,44.3,21.8,39.2,1639902756,Printers,1,536
1619192824,20.1,75.1,93.9,1614864961,Beauty,3,240
1635446868,50.9,40.2,81.8,1631199160,Home Care,3,30
1635614588,7.1,85.6,92.1,1620957001,Home Care,4,805
1625250089,30.1,58.6,83.9,1625043554,Furniture,1,299
1616370778,37.1,71.7,113.9,1635983234,Screens,4,155
1626574285,0.4,56.9,57.1,1617924162,Informatics,2,303
1637897716,37.6,29.6,47.4,1612691366,Printers,2,147
1617292620,47.4,15.5,29.4,1636068880,Printers,1,34
1639919832,52.1,32.1,66.9,1631685784,Phones,3,444
1617733724,74.5,9.1,35.6,1633472320,Audio,0,86
1616685794,23.5,22.8,29.8,1628378241,Furniture,1,167
1623204926,41.7,61.1,104.7,1625539338,Informatics,3,717
1621872666,21.2,29.6,37.6,1635596894,Audio,1,565
1621593750,34.8,72.8,111.6,1622847012,Consumer Electronics,4,528
1630267363,2.7,70.4,72.3,1612955213,Home Care,1,391
1639062220,41.0,12.1,20.5,1615245924,Televisions,4,777
1622956889,16.0,57.4,68.3,1612105195,Informatics,3,860
1628769274,18.7,26.9,33.0,1610396379,Furniture,1,847
1617864544,30.0,45.5,65.0,1638226947,Televisions,3,167
1638344977,41.2,32.2,54.8,1610873365,Audio,3,57
1629507303,51.3,19.6,40.3,1637293896,Informatics,2,15
1623733444,43.0,26.9,47.2,1629533879,Furniture,2,520
1632439984,28.9,62.8,88.4,1626157353,Printers,3,35
1628183368,34.7,52.6,80.5,1628181421,Audio,2,348
1617190962,76.0,6.4,26.6,1616365914,Televisions,4,861
1624694112,16.5,50.8,60.8,1629772735,Furniture,4,528
1624596027,45.0,39.7,72.1,1616269664,Informatics,0,835
1629868981,16.8,60.7,72.9,1640720440,Printers,3,709
1627206269,22.7,47.4,61.3,1611182093,Home Care,1,196
1624382297,19.4,81.5,101.1,1613427803,Audio,2,846
1624978120,7.9,95.5,103.7,1610571790,Consumer Electronics,4,208
1615051252,10.7,97.0,108.6,1633519732,Consumer Electronics,1,297
1610803863,15.9,55.1,65.6,1630874035,Televisions,0,622
1619193308,39.4,17.5,28.9,1628977059,Audio,4,541
1634991318,51.5,40.8,84.3,1616943584,Phones,4,654
1622950986,44.0,13.8,24.7,1612289150,Informatics,3,647
1629870065,53.2,47.3,101.1,1630816268,Phones,1,604
1633571923,50.2,41.0,82.3,1626378338,Beauty,0,338
1611245658,8.8,80.2,88.0,1632054395,Phones,4,14
1627484832,19.7,41.7,52.0,1610577381,Informatics,0,759
1637896637,12.1,46.8,53.2,1638219416,Screens,4,691
1640293539,48.7,35.7,69.7,1631093523,Phones,0,719
1612748940,51.6,11.0,22.7,1639596936,Phones,4,509
1629126600,24.4,76.5,101.2,1620612308,Televisions,3,449
1630848139,16.5,39.4,47.1,1640934836,Audio,0,723
1640058617,76.6,12.9,55.4,1629763833,Phones,0,389
1626209681,23.4,18.2,23.8,1609462639,Audio,4,773
1639840957,72.0,9.9,35.4,1611098208,Screens,1,154
1633123523,15.3,44.4,52.5,1640982849,Beauty,2,81
1615640472,2.6,83.7,86.0,1626467045,Furniture,3,195
1638498334,21.8,82.7,105.8,1627948926,Screens,1,277
1611042963,3.1,37.7,38.9,1637617139,Phones,1,895
1610382164,6.2,53.7,57.3,1617147203,Home Care,1,775
1628413300,78.3,3.7,16.9,1611299607,Home Care,4,495
1610239503,23.4,25.8,33.7,1623155670,Audio,2,156
1640824535,68.2,7.8,24.6,1617987555,Furniture,4,167
1630129517,30.2,72.8,104.3,1614998524,Informatics,2,722
1610730898,79.3,15.6,75.2,1618226115,Furniture,4,302
1638414463,30.5,73.4,105.5,1629416084,Printers,3,625
1633280241,5.7,76.9,81.5,1627063551,Consumer Electronics,2,433
1620896543,64.5,31.2,87.9,1638065172,Furniture,3,452
1638149649,79.7,12.7,62.8,1632218123,Phones,3,517
1626321073,12.0,36.6,41.5,1622167704,Printers,4,175
1635089119,39.1,63.6,104.4,1636342666,Televisions,3,162
1618023027,15.5,101.4,120.0,1631952132,Consumer Electronics,0,164
1627473672,76.9,12.1,52.3,1634375494,Printers,0,579
1632439246,54.8,21.5,47.5,1621236998,Televisions,0,546
1639740531,11.4,77.3,87.2,1623251103,Screens,2,527
1634218034,59.8,46.7,116.1,1638895458,Informatics,2,28
1636937124,35.2,74.2,114.5,1638419029,Televisions,1,10
1640820197,26.1,57.8,78.2,1619235648,Printers,4,185
1639806840,1.1,76.4,77.2,1631077049,Furniture,2,828
1631883479,20.2,49.7,62.3,1621005075,Consumer Electronics,1,883
1614196246,69.0,21.3,68.7,1616978899,Informatics,2,866
1622470421,54.1,54.0,117.6,1618189279,Beauty,1,437
1618527326,42.0,58.6,101.0,1616807779,Consumer Electronics,0,562
1614420141,40.9,10.4,17.7,1636432925,Screens,4,881
1615423961,73.5,20.6,77.8,1617363453,Screens,2,596
1611820106,57.5,36.1,85.0,1623822094,Phones,0,563
1623360264,9.4,70.2,77.5,1628182086,Beauty,0,579
1609462827,30.5,35.0,50.4,1610730199,Informatics,1,817
1628068401,6.7,54.3,58.2,1612751259,Audio,2,69
1623711233,36.3,62.3,97.7,1632624768,Consumer Electronics,1,410
1623139415,7.7,105.7,114.6,1628728365,Home Care,4,9
1622624375,23.4,21.9,28.5,1625746296,Televisions,4,393
1630768852,8.0,68.9,74.9,1631652581,Informatics,0,499
1623937430,45.4,57.0,104.3,1618401518,Televisions,1,481
1614457781,60.5,23.9,60.5,1630671706,Audio,1,871
1624838134,32.5,46.4,68.7,1626684311,Screens,4,247
1630820783,28.4,52.2,72.9,1630395535,Screens,3,338
1627355045,42.9,14.7,25.7,1638895847,Furniture,1,693
1623837273,35.8,51.4,80.0,1616507188,Televisions,2,284
1625414733,69.6,11.3,37.1,1617236857,Televisions,0,824
1627601332,17.5,88.9,107.8,1637882323,Informatics,2,226
1623556495,53.1,47.8,102.0,1618166168,Printers,0,462
1613097581,57.1,38.5,89.7,1626101356,Beauty,3,558
1626102059,65.0,12.6,36.0,1624729689,Informatics,0,246
1623521876,45.2,24.2,44.2,1613770175,Beauty,0,606
1623086852,21.9,78.5,100.5,1623478638,Printers,0,335
1619205767,8.6,18.6,20.3,1636615208,Consumer Electronics,1,817
1631384745,73.4,10.9,41.2,1638606706,Screens,1,362
1609931790,39.9,50.2,83.6,1627418623,Televisions,4,71
1634822189,45.1,52.2,95.1,1621167343,Televisions,0,465
1639640038,56.4,43.5,99.6,1629734678,Televisions,4,559
1626092978,74.9,10.5,42.0,1612253876,Informatics,0,763
1621191531,67.2,11.6,35.2,1637972889,Informatics,0,164
1613878941,1.8,99.7,101.5,1622241729,Home Care,3,329
1618507744,58.8,20.9,50.8,1622717565,Furniture,1,115
1636221383,68.0,14.7,45.9,1638684291,Home Care,3,376
1620711999,63.6,34.7,95.5,1631867594,Consumer Electronics,0,426
1639705381,11.7,43.6,49.4,1621778857,Audio,1,229
1622615063,8.6,52.7,57.7,1623180762,Screens,1,638
1625575751,50.2,17.1,34.4,1622417346,Home Care,3,693
1636923467,21.0,55.6,70.4,1616141464,Beauty,0,168
1637888540,61.2,9.3,23.9,1614762723,Informatics,4,753
1626820629,8.0,103.9,112.9,1630818785,Phones,1,136
1632091769,31.0,74.8,108.4,1631639639,Televisions,0,387
1636071744,63.7,31.2,86.2,1610481364,Furniture,2,81
1626453496,65.0,41.0,117.1,1639804570,Phones,1,553
1615198394,27.5,56.2,77.5,1614073238,Televisions,1,112
1636038097,61.6,37.9,98.7,1613822955,Consumer Electronics,4,569
1612046483,45.0,42.3,76.8,1610139241,Furniture,2,884
1633800537,9.1,100.2,110.1,1624435755,Printers,1,632
1629324216,70.2,8.5,28.7,1624814214,Beauty,0,268
1638284482,54.4,28.0,61.4,1624002126,Furniture,0,572
1612038710,4.9,27.5,28.9,1626565872,Printers,4,754
1620165904,51.1,17.8,36.4,1612159923,Screens,4,304
1616098036,49.4,46.7,92.2,1618902901,Beauty,1,4
1611244249,35.2,20.4,31.6,1617025464,Beauty,0,80
1633111685,12.2,92.0,104.8,1628573606,Audio,2,372
1621789028,10.3,103.8,115.8,1624640550,Phones,1,438
1621653777,9.0,39.1,43.0,1617159514,Televisions,0,136
1633524494,15.9,81.8,97.3,1636186011,Consumer Electronics,4,712
1626523955,77.9,3.5,15.7,1614052232,Printers,3,177
1619807538,55.5,22.0,49.4,1615786108,Beauty,0,765
1630582411,45.6,30.7,56.4,1620539998,Screens,3,374
1613915314,28.5,60.7,84.9,1626523559,Televisions,3,866
1616490773,47.4,49.5,94.1,1623044613,Televisions,0,563
1623815333,56.8,41.3,95.8,1634791171,Audio,1,234
1639286285,13.4,43.5,50.3,1628294791,Informatics,2,233
