Gender,Age,Average Session Time,Most Active Seasons,User ID
male,31,1768,"['Summer', 'Winter', 'Holidays']",491
male,73,1798,"['Summer', 'Spring', 'Fall']",492
female,61,288,"['Summer', 'Spring', 'Fall']",493
male,29,1546,"['Summer', 'Spring', 'Fall']",494
female,75,189,"['Holidays', 'Winter', 'Spring']",495
male,77,1904,"['Spring', 'Summer', 'Holidays']",496
female,70,1427,"['Spring', 'Fall', 'Winter']",497
female,48,3549,"['Fall', 'Spring', 'Winter']",498
female,45,2118,"['Spring', 'Winter', 'Fall']",499
male,80,91,"['Spring', 'Fall', 'Winter']",500
female,46,2905,"['Holidays', 'Spring', 'Summer']",501
male,59,513,"['Winter', 'Fall', 'Summer']",502
female,19,2238,"['Winter', 'Fall', 'Holidays']",503
female,77,3010,"['Winter', 'Holidays', 'Spring']",504
female,68,2750,"['Summer', 'Holidays', 'Winter']",505
female,76,988,"['Summer', 'Winter', 'Holidays']",506
female,73,1266,"['Winter', 'Holidays', 'Summer']",507
male,22,2793,"['Summer', 'Winter', 'Spring']",508
male,70,3455,"['Spring', 'Holidays', 'Summer']",509
female,52,154,"['Fall', 'Winter', 'Spring']",510
male,72,2692,"['Holidays', 'Summer', 'Winter']",511
male,79,680,"['Fall', 'Spring', 'Holidays']",512
male,68,431,"['Spring', 'Holidays', 'Summer']",513
female,74,1394,"['Fall', 'Winter', 'Summer']",514
female,60,815,"['Summer', 'Winter', 'Holidays']",515
male,57,349,"['Fall', 'Summer', 'Holidays']",516
male,59,458,"['Spring', 'Winter', 'Fall']",517
male,30,2075,"['Fall', 'Spring', 'Holidays']",518
female,32,1316,"['Summer', 'Holidays', 'Spring']",519
male,20,626,"['Winter', 'Fall', 'Holidays']",520
male,19,1661,"['Winter', 'Fall', 'Spring']",521
female,72,1068,"['Fall', 'Winter', 'Holidays']",522
female,53,234,"['Summer', 'Fall', 'Holidays']",523
female,60,2152,"['Fall', 'Summer', 'Holidays']",524
male,49,1781,"['Spring', 'Winter', 'Holidays']",525
male,70,2050,"['Summer', 'Winter', 'Holidays']",526
male,45,3198,"['Winter', 'Spring', 'Fall']",527
female,72,356,"['Spring', 'Holidays', 'Summer']",528
male,69,780,"['Spring', 'Summer', 'Winter']",529
male,76,2824,"['Holidays', 'Summer', 'Winter']",530
female,31,3492,"['Winter', 'Spring', 'Holidays']",531
male,29,3003,"['Summer', 'Holidays', 'Winter']",532
male,51,3562,"['Spring', 'Holidays', 'Fall']",533
female,52,2997,"['Fall', 'Spring', 'Holidays']",534
female,34,404,"['Fall', 'Spring', 'Summer']",535
male,24,3194,"['Spring', 'Winter', 'Fall']",536
male,51,3500,"['Summer', 'Winter', 'Fall']",537
male,71,3408,"['Winter', 'Spring', 'Summer']",538
male,18,2389,"['Winter', 'Fall', 'Holidays']",539
male,60,1411,"['Holidays', 'Spring', 'Summer']",540
male,40,1256,"['Fall', 'Spring', 'Winter']",541
female,46,911,"['Fall', 'Winter', 'Spring']",542
male,29,3540,"['Fall', 'Winter', 'Holidays']",543
female,33,217,"['Spring', 'Winter', 'Holidays']",544
female,44,1394,"['Winter', 'Fall', 'Holidays']",545
male,58,1895,"['Winter', 'Summer', 'Fall']",546
female,55,2372,"['Spring', 'Summer', 'Winter']",547
male,57,1519,"['Summer', 'Fall', 'Spring']",548
male,48,3080,"['Summer', 'Fall', 'Winter']",549
female,44,3159,"['Holidays', 'Winter', 'Spring']",550
male,32,432,"['Spring', 'Holidays', 'Winter']",551
male,27,3143,"['Spring', 'Winter', 'Holidays']",552
male,57,905,"['Holidays', 'Spring', 'Summer']",553
male,33,3593,"['Summer', 'Winter', 'Holidays']",554
female,48,3375,"['Winter', 'Spring', 'Fall']",555
male,52,3384,"['Summer', 'Spring', 'Winter']",556
female,39,2723,"['Winter', 'Summer', 'Fall']",557
female,69,1568,"['Spring', 'Winter', 'Holidays']",558
male,39,2757,"['Winter', 'Holidays', 'Spring']",559
male,27,713,"['Fall', 'Summer', 'Spring']",560
female,56,2316,"['Summer', 'Spring', 'Winter']",561
male,66,2827,"['Summer', 'Winter', 'Fall']",562
female,55,705,"['Winter', 'Fall', 'Spring']",563
female,78,2942,"['Summer', 'Holidays', 'Fall']",564
female,80,1379,"['Holidays', 'Summer', 'Winter']",565
female,36,194,"['Spring', 'Summer', 'Fall']",566
female,78,3071,"['Summer', 'Holidays', 'Winter']",567
male,60,1579,"['Winter', 'Spring', 'Summer']",568
male,66,2875,"['Fall', 'Spring', 'Summer']",569
female,62,2089,"['Spring', 'Summer', 'Holidays']",570
male,34,697,"['Spring', 'Summer', 'Holidays']",571
male,58,1734,"['Winter', 'Fall', 'Spring']",572
female,22,1237,"['Summer', 'Holidays', 'Spring']",573
female,21,1435,"['Spring', 'Summer', 'Fall']",574
female,46,1761,"['Winter', 'Spring', 'Holidays']",575
male,43,3063,"['Fall', 'Summer', 'Winter']",576
female,76,3089,"['Holidays', 'Fall', 'Spring']",577
female,29,2319,"['Fall', 'Summer', 'Spring']",578
female,24,2064,"['Fall', 'Summer', 'Spring']",579
male,41,952,"['Summer', 'Fall', 'Spring']",580
male,80,3491,"['Spring', 'Winter', 'Holidays']",581
female,53,2952,"['Spring', 'Winter', 'Summer']",582
female,51,3265,"['Holidays', 'Winter', 'Fall']",583
male,38,801,"['Summer', 'Spring', 'Holidays']",584
female,60,651,"['Winter', 'Fall', 'Summer']",585
male,22,419,"['Holidays', 'Summer', 'Fall']",586
female,77,207,"['Holidays', 'Spring', 'Winter']",587
female,69,3479,"['Spring', 'Winter', 'Summer']",588
female,26,2791,"['Summer', 'Fall', 'Holidays']",589
male,41,2973,"['Summer', 'Spring', 'Holidays']",590
female,75,3529,"['Summer', 'Holidays', 'Fall']",591
male,68,1438,"['Fall', 'Spring', 'Winter']",592
female,64,3567,"['Spring', 'Summer', 'Holidays']",593
male,21,730,"['Holidays', 'Fall', 'Summer']",594
female,78,2984,"['Spring', 'Summer', 'Fall']",595
male,41,814,"['Winter', 'Holidays', 'Spring']",596
male,59,1637,"['Fall', 'Spring', 'Holidays']",597
male,76,2272,"['Spring', 'Winter', 'Holidays']",598
male,35,662,"['Fall', 'Holidays', 'Spring']",599
female,24,1094,"['Summer', 'Holidays', 'Spring']",600
male,66,712,"['Spring', 'Holidays', 'Fall']",601
male,67,338,"['Summer', 'Holidays', 'Winter']",602
female,26,3588,"['Winter', 'Holidays', 'Spring']",603
female,27,3166,"['Spring', 'Holidays', 'Summer']",604
female,33,2980,"['Fall', 'Holidays', 'Winter']",605
female,32,3556,"['Summer', 'Holidays', 'Spring']",606
male,79,1214,"['Spring', 'Summer', 'Fall']",607
female,78,3294,"['Fall', 'Summer', 'Winter']",608
male,45,1654,"['Fall', 'Winter', 'Summer']",609
male,21,3184,"['Fall', 'Summer', 'Spring']",610
female,65,329,"['Summer', 'Spring', 'Fall']",611
female,49,2428,"['Holidays', 'Fall', 'Winter']",612
male,25,300,"['Winter', 'Fall', 'Spring']",613
female,62,1215,"['Holidays', 'Spring', 'Fall']",614
male,53,891,"['Spring', 'Fall', 'Holidays']",615
male,29,2077,"['Fall', 'Winter', 'Summer']",616
male,70,2135,"['Spring', 'Winter', 'Holidays']",617
female,25,344,"['Spring', 'Fall', 'Winter']",618
male,29,1463,"['Fall', 'Holidays', 'Winter']",619
male,44,3314,"['Spring', 'Holidays', 'Summer']",620
female,30,1621,"['Fall', 'Holidays', 'Winter']",621
male,39,2218,"['Spring', 'Summer', 'Winter']",622
female,43,731,"['Summer', 'Holidays', 'Fall']",623
male,66,1142,"['Winter', 'Spring', 'Summer']",624
female,78,1682,"['Winter', 'Fall', 'Summer']",625
female,47,816,"['Summer', 'Holidays', 'Fall']",626
male,66,906,"['Summer', 'Holidays', 'Winter']",627
male,73,2597,"['Holidays', 'Winter', 'Spring']",628
male,49,2904,"['Holidays', 'Winter', 'Summer']",629
male,36,1651,"['Spring', 'Summer', 'Winter']",630
male,65,2670,"['Spring', 'Summer', 'Fall']",631
female,19,2152,"['Fall', 'Spring', 'Holidays']",632
male,40,2956,"['Winter', 'Holidays', 'Spring']",633
male,74,3461,"['Spring', 'Holidays', 'Fall']",634
female,51,2043,"['Winter', 'Fall', 'Spring']",635
male,67,3510,"['Spring', 'Fall', 'Summer']",636
female,25,2165,"['Holidays', 'Summer', 'Spring']",637
male,80,2335,"['Holidays', 'Summer', 'Spring']",638
male,20,2324,"['Fall', 'Spring', 'Holidays']",639
female,29,1325,"['Summer', 'Spring', 'Fall']",640
male,21,967,"['Spring', 'Winter', 'Holidays']",641
male,33,566,"['Summer', 'Winter', 'Holidays']",642
female,44,2459,"['Spring', 'Winter', 'Holidays']",643
female,28,881,"['Spring', 'Fall', 'Summer']",644
female,28,2754,"['Winter', 'Holidays', 'Fall']",645
male,23,1680,"['Summer', 'Spring', 'Holidays']",646
female,62,2845,"['Winter', 'Fall', 'Spring']",647
female,75,2017,"['Summer', 'Holidays', 'Spring']",648
female,80,2448,"['Winter', 'Summer', 'Spring']",649
male,46,200,"['Winter', 'Summer', 'Spring']",650
female,68,1231,"['Fall', 'Spring', 'Summer']",651
male,33,1817,"['Winter', 'Spring', 'Holidays']",652
female,38,3217,"['Holidays', 'Fall', 'Summer']",653
female,79,2060,"['Winter', 'Spring', 'Summer']",654
female,45,1975,"['Winter', 'Fall', 'Spring']",655
male,52,1241,"['Spring', 'Fall', 'Winter']",656
male,57,3097,"['Spring', 'Fall', 'Winter']",657
male,74,2604,"['Fall', 'Holidays', 'Spring']",658
female,48,810,"['Fall', 'Summer', 'Spring']",659
female,19,511,"['Winter', 'Spring', 'Fall']",660
female,55,1349,"['Fall', 'Winter', 'Summer']",661
female,76,1281,"['Holidays', 'Winter', 'Summer']",662
female,42,1487,"['Fall', 'Spring', 'Winter']",663
female,65,2818,"['Holidays', 'Fall', 'Summer']",664
male,76,719,"['Holidays', 'Winter', 'Fall']",665
male,60,1020,"['Summer', 'Spring', 'Winter']",666
female,75,396,"['Fall', 'Spring', 'Holidays']",667
female,30,1712,"['Winter', 'Summer', 'Holidays']",668
male,67,2883,"['Holidays', 'Winter', 'Spring']",669
female,54,3374,"['Fall', 'Holidays', 'Spring']",670
male,72,525,"['Winter', 'Spring', 'Summer']",671
female,75,558,"['Winter', 'Spring', 'Fall']",672
female,64,3560,"['Summer', 'Spring', 'Winter']",673
male,21,2823,"['Summer', 'Winter', 'Fall']",674
male,45,2645,"['Summer', 'Holidays', 'Spring']",675
female,32,1082,"['Fall', 'Winter', 'Holidays']",676
male,60,795,"['Holidays', 'Summer', 'Spring']",677
male,32,131,"['Summer', 'Holidays', 'Fall']",678
male,70,2197,"['Winter', 'Holidays', 'Summer']",679
male,44,1137,"['Holidays', 'Summer', 'Spring']",680
male,78,3523,"['Winter', 'Holidays', 'Fall']",681
female,58,587,"['Winter', 'Summer', 'Holidays']",682
male,18,1350,"['Winter', 'Summer', 'Holidays']",683
female,21,905,"['Spring', 'Summer', 'Fall']",684
male,63,1399,"['Summer', 'Fall', 'Winter']",685
male,31,385,"['Spring', 'Summer', 'Holidays']",686
male,79,435,"['Summer', 'Winter', 'Spring']",687
male,65,726,"['Spring', 'Summer', 'Winter']",688
female,25,3521,"['Fall', 'Summer', 'Winter']",689
female,47,1952,"['Spring', 'Holidays', 'Winter']",690
female,76,3484,"['Winter', 'Summer', 'Spring']",691
male,23,1163,"['Holidays', 'Fall', 'Spring']",692
female,35,3390,"['Holidays', 'Summer', 'Winter']",693
male,50,1984,"['Spring', 'Summer', 'Winter']",694
male,23,238,"['Fall', 'Summer', 'Spring']",695
female,28,2805,"['Summer', 'Fall', 'Winter']",696
male,72,1828,"['Summer', 'Spring', 'Winter']",697
female,69,2845,"['Holidays', 'Winter', 'Fall']",698
female,26,2388,"['Summer', 'Winter', 'Fall']",699
male,24,3397,"['Summer', 'Spring', 'Fall']",700
female,39,294,"['Winter', 'Fall', 'Holidays']",701
male,72,3235,"['Holidays', 'Spring', 'Winter']",702
female,71,1768,"['Summer', 'Spring', 'Holidays']",703
male,80,2041,"['Summer', 'Spring', 'Fall']",704
male,38,1709,"['Summer', 'Spring', 'Holidays']",705
male,26,3051,"['Winter', 'Holidays', 'Fall']",706
female,18,2515,"['Summer', 'Fall', 'Spring']",707
female,20,922,"['Fall', 'Winter', 'Spring']",708
female,68,1928,"['Fall', 'Spring', 'Summer']",709
male,39,2031,"['Winter', 'Spring', 'Fall']",710
male,20,432,"['Summer', 'Holidays', 'Winter']",711
male,76,2521,"['Spring', 'Fall', 'Winter']",712
female,64,311,"['Winter', 'Fall', 'Spring']",713
male,44,1583,"['Spring', 'Holidays', 'Fall']",714
female,56,2408,"['Fall', 'Holidays', 'Spring']",715
male,31,3371,"['Fall', 'Summer', 'Spring']",716
male,24,3246,"['Holidays', 'Winter', 'Spring']",717
female,23,2511,"['Holidays', 'Winter', 'Spring']",718
male,52,924,"['Fall', 'Holidays', 'Winter']",719
female,72,2017,"['Spring', 'Winter', 'Summer']",720
female,28,352,"['Summer', 'Spring', 'Winter']",721
female,47,583,"['Summer', 'Spring', 'Holidays']",722
male,74,3178,"['Winter', 'Spring', 'Holidays']",723
male,40,1000,"['Winter', 'Spring', 'Fall']",724
female,42,1717,"['Spring', 'Winter', 'Holidays']",725
male,62,2860,"['Holidays', 'Spring', 'Winter']",726
female,21,2693,"['Winter', 'Holidays', 'Spring']",727
male,77,983,"['Summer', 'Holidays', 'Spring']",728
male,26,2670,"['Spring', 'Summer', 'Winter']",729
female,70,3408,"['Winter', 'Fall', 'Holidays']",730
male,19,198,"['Fall', 'Holidays', 'Winter']",731
male,64,211,"['Spring', 'Holidays', 'Fall']",732
male,80,135,"['Summer', 'Spring', 'Holidays']",733
male,76,1531,"['Summer', 'Spring', 'Fall']",734
female,31,2637,"['Spring', 'Winter', 'Fall']",735
female,77,843,"['Holidays', 'Winter', 'Spring']",736
female,29,1081,"['Holidays', 'Summer', 'Fall']",737
male,28,614,"['Spring', 'Fall', 'Winter']",738
female,79,300,"['Spring', 'Holidays', 'Summer']",739
male,34,2065,"['Holidays', 'Fall', 'Summer']",740
male,63,865,"['Fall', 'Holidays', 'Spring']",741
female,32,320,"['Summer', 'Winter', 'Spring']",742
male,55,435,"['Fall', 'Summer', 'Winter']",743
male,69,653,"['Winter', 'Summer', 'Holidays']",744
female,66,2776,"['Winter', 'Spring', 'Summer']",745
male,68,369,"['Winter', 'Fall', 'Holidays']",746
female,64,876,"['Summer', 'Spring', 'Holidays']",747
female,53,1184,"['Holidays', 'Winter', 'Spring']",748
male,73,3555,"['Holidays', 'Winter', 'Fall']",749
female,20,2900,"['Fall', 'Holidays', 'Summer']",750
male,47,325,"['Fall', 'Holidays', 'Winter']",751
female,25,2605,"['Spring', 'Summer', 'Winter']",752
male,26,2122,"['Winter', 'Holidays', 'Summer']",753
female,62,188,"['Summer', 'Spring', 'Winter']",754
female,50,1427,"['Winter', 'Summer', 'Fall']",755
female,39,1836,"['Winter', 'Fall', 'Spring']",756
male,31,2813,"['Fall', 'Winter', 'Spring']",757
male,48,1632,"['Winter', 'Holidays', 'Spring']",758
male,32,3199,"['Holidays', 'Summer', 'Winter']",759
female,25,165,"['Fall', 'Spring', 'Holidays']",760
male,54,3543,"['Fall', 'Winter', 'Holidays']",761
female,64,1228,"['Spring', 'Winter', 'Fall']",762
female,35,2415,"['Fall', 'Winter', 'Spring']",763
male,60,2734,"['Holidays', 'Winter', 'Summer']",764
female,21,986,"['Spring', 'Summer', 'Winter']",765
male,56,2601,"['Spring', 'Holidays', 'Winter']",766
female,48,3481,"['Winter', 'Fall', 'Summer']",767
male,49,2455,"['Holidays', 'Winter', 'Spring']",768
female,67,2056,"['Summer', 'Spring', 'Holidays']",769
female,19,1301,"['Winter', 'Holidays', 'Spring']",770
male,33,2807,"['Holidays', 'Winter', 'Spring']",771
male,74,3009,"['Fall', 'Spring', 'Holidays']",772
male,48,778,"['Winter', 'Holidays', 'Summer']",773
female,66,3211,"['Holidays', 'Spring', 'Fall']",774
female,74,858,"['Holidays', 'Spring', 'Summer']",775
female,21,1620,"['Winter', 'Fall', 'Spring']",776
female,32,1145,"['Holidays', 'Fall', 'Summer']",777
male,35,1388,"['Spring', 'Fall', 'Holidays']",778
male,60,2638,"['Winter', 'Spring', 'Holidays']",779
male,22,3527,"['Holidays', 'Summer', 'Fall']",780
male,28,1675,"['Fall', 'Spring', 'Summer']",781
female,37,1559,"['Holidays', 'Winter', 'Spring']",782
female,37,3417,"['Spring', 'Fall', 'Summer']",783
male,54,466,"['Summer', 'Spring', 'Fall']",784
female,61,2633,"['Spring', 'Winter', 'Holidays']",785
female,61,3225,"['Winter', 'Holidays', 'Spring']",786
female,74,3363,"['Holidays', 'Summer', 'Fall']",787
female,25,3528,"['Spring', 'Fall', 'Holidays']",788
male,63,2674,"['Winter', 'Summer', 'Fall']",789
male,62,1892,"['Summer', 'Fall', 'Holidays']",790
male,32,2016,"['Winter', 'Holidays', 'Spring']",791
female,28,2918,"['Summer', 'Winter', 'Holidays']",792
male,51,2922,"['Spring', 'Summer', 'Holidays']",793
female,53,2626,"['Summer', 'Fall', 'Holidays']",794
female,40,2082,"['Summer', 'Holidays', 'Winter']",795
female,29,2893,"['Winter', 'Fall', 'Holidays']",796
female,29,1670,"['Winter', 'Spring', 'Summer']",797
male,24,277,"['Summer', 'Winter', 'Fall']",798
male,40,2169,"['Fall', 'Spring', 'Summer']",799
female,68,1146,"['Winter', 'Fall', 'Summer']",800
male,68,1368,"['Summer', 'Holidays', 'Fall']",801
male,51,3060,"['Spring', 'Holidays', 'Summer']",802
male,40,3198,"['Holidays', 'Winter', 'Spring']",803
male,74,2404,"['Summer', 'Holidays', 'Spring']",804
male,78,159,"['Fall', 'Summer', 'Holidays']",805
male,25,1425,"['Spring', 'Holidays', 'Fall']",806
male,70,2410,"['Fall', 'Summer', 'Winter']",807
female,71,3252,"['Summer', 'Fall', 'Winter']",808
male,73,610,"['Holidays', 'Summer', 'Winter']",809
female,73,1014,"['Winter', 'Holidays', 'Summer']",810
female,60,1234,"['Fall', 'Spring', 'Winter']",811
female,36,1519,"['Summer', 'Winter', 'Fall']",812
male,29,476,"['Winter', 'Fall', 'Holidays']",813
female,37,127,"['Summer', 'Spring', 'Holidays']",814
male,80,3195,"['Winter', 'Holidays', 'Spring']",815
male,67,3224,"['Summer', 'Holidays', 'Spring']",816
male,62,1244,"['Spring', 'Fall', 'Winter']",817
male,41,3041,"['Winter', 'Spring', 'Summer']",818
male,40,2229,"['Winter', 'Spring', 'Fall']",819
female,18,2738,"['Spring', 'Fall', 'Summer']",820
female,44,742,"['Summer', 'Winter', 'Fall']",821
female,56,716,"['Fall', 'Spring', 'Holidays']",822
female,45,1610,"['Fall', 'Spring', 'Summer']",823
female,75,1818,"['Summer', 'Holidays', 'Fall']",824
female,65,1560,"['Fall', 'Holidays', 'Summer']",825
male,72,1700,"['Summer', 'Holidays', 'Spring']",826
male,52,692,"['Holidays', 'Winter', 'Spring']",827
female,47,2375,"['Winter', 'Fall', 'Holidays']",828
female,21,3031,"['Fall', 'Summer', 'Holidays']",829
female,29,1895,"['Summer', 'Winter', 'Fall']",830
male,34,2999,"['Summer', 'Fall', 'Winter']",831
male,73,2052,"['Spring', 'Fall', 'Summer']",832
male,58,245,"['Spring', 'Holidays', 'Winter']",833
female,41,3350,"['Winter', 'Summer', 'Spring']",834
male,22,1452,"['Spring', 'Summer', 'Fall']",835
male,51,1994,"['Holidays', 'Fall', 'Summer']",836
male,69,2528,"['Summer', 'Holidays', 'Spring']",837
male,61,2623,"['Fall', 'Winter', 'Spring']",838
male,37,2372,"['Spring', 'Winter', 'Summer']",839
male,18,692,"['Fall', 'Summer', 'Spring']",840
male,24,293,"['Summer', 'Spring', 'Fall']",841
male,44,2222,"['Fall', 'Summer', 'Spring']",842
female,63,411,"['Fall', 'Spring', 'Summer']",843
female,65,1988,"['Summer', 'Winter', 'Fall']",844
male,52,2405,"['Winter', 'Spring', 'Holidays']",845
female,41,3090,"['Fall', 'Summer', 'Holidays']",846
female,28,2227,"['Spring', 'Winter', 'Summer']",847
female,77,3468,"['Holidays', 'Summer', 'Spring']",848
male,44,81,"['Summer', 'Holidays', 'Fall']",849
female,22,1981,"['Winter', 'Spring', 'Fall']",850
female,30,1025,"['Fall', 'Summer', 'Holidays']",851
female,52,197,"['Spring', 'Holidays', 'Summer']",852
female,52,3549,"['Winter', 'Holidays', 'Summer']",853
male,27,2030,"['Summer', 'Fall', 'Winter']",854
male,49,2427,"['Spring', 'Fall', 'Winter']",855
female,32,447,"['Holidays', 'Summer', 'Fall']",856
female,57,2182,"['Winter', 'Holidays', 'Spring']",857
female,24,2164,"['Summer', 'Winter', 'Spring']",858
female,40,1228,"['Summer', 'Fall', 'Holidays']",859
female,55,115,"['Holidays', 'Spring', 'Fall']",860
female,42,3382,"['Spring', 'Winter', 'Summer']",861
female,59,2151,"['Winter', 'Holidays', 'Summer']",862
female,18,112,"['Fall', 'Holidays', 'Summer']",863
female,67,1942,"['Fall', 'Summer', 'Holidays']",864
male,50,1750,"['Spring', 'Summer', 'Fall']",865
male,28,3488,"['Fall', 'Holidays', 'Summer']",866
male,34,300,"['Spring', 'Fall', 'Holidays']",867
male,59,137,"['Holidays', 'Winter', 'Spring']",868
male,59,332,"['Holidays', 'Winter', 'Spring']",869
male,28,1877,"['Winter', 'Holidays', 'Fall']",870
male,69,354,"['Winter', 'Spring', 'Fall']",871
female,31,424,"['Summer', 'Winter', 'Spring']",872
male,20,1436,"['Winter', 'Spring', 'Summer']",873
female,59,3114,"['Summer', 'Spring', 'Fall']",874
male,19,3333,"['Summer', 'Spring', 'Winter']",875
female,29,1183,"['Summer', 'Fall', 'Winter']",876
female,80,494,"['Fall', 'Summer', 'Winter']",877
male,24,1664,"['Winter', 'Holidays', 'Fall']",878
female,60,1629,"['Summer', 'Winter', 'Holidays']",879
male,50,3354,"['Summer', 'Holidays', 'Fall']",880
male,44,2666,"['Spring', 'Winter', 'Fall']",881
female,62,87,"['Spring', 'Winter', 'Holidays']",882
female,72,2634,"['Summer', 'Holidays', 'Winter']",883
female,44,203,"['Holidays', 'Winter', 'Summer']",884
male,34,677,"['Fall', 'Holidays', 'Winter']",885
female,32,1711,"['Fall', 'Holidays', 'Summer']",886
female,57,3143,"['Winter', 'Spring', 'Fall']",887
male,63,3304,"['Summer', 'Fall', 'Winter']",888
male,68,475,"['Spring', 'Winter', 'Fall']",889
male,71,2360,"['Summer', 'Holidays', 'Fall']",890
female,45,584,"['Spring', 'Fall', 'Summer']",891
female,44,571,"['Holidays', 'Winter', 'Summer']",892
male,74,2151,"['Winter', 'Summer', 'Holidays']",893
male,46,367,"['Summer', 'Spring', 'Fall']",894
male,72,84,"['Winter', 'Holidays', 'Summer']",895
male,32,717,"['Fall', 'Summer', 'Spring']",896
male,71,2847,"['Holidays', 'Spring', 'Summer']",897
male,32,1927,"['Spring', 'Fall', 'Holidays']",898
male,21,3149,"['Summer', 'Fall', 'Spring']",899
male,52,1521,"['Winter', 'Fall', 'Holidays']",900
